ID,POS,Gloss,Gloss_persian,Checked
94234,noun,an enclosure in the middle of a ship's hold that protects the ship's pumps,محفظه ای در وسط نگهدارنده کشتی که از پمپ های کشتی محافظت می کند,t
94235,adjective,"of good or upper-class lineage; ""a rich and wellborn husband""","از تبار خوب یا طبقه بالا ؛""یک شوهر ثروتمند و اصیل""",t
94236,noun,the capital of New Zealand,پایتخت نیوزیلند,t
94237,noun,a Celtic language of Wales,یک زبان سلتیکی از ولز,t
94238,verb,"toss, roll, or rise and fall in an uncontrolled way; ""The shipwrecked survivors weltered in the sea for hours""","پرتاب ، غلتاندن ، یا افزایش و سقوط به روشی کنترل نشده ؛""بازماندگان کشتی شکسته ساعتها در دریا خوش آب و هوا شدند""",t
94239,noun,a wrestler who weighs 154-172 pounds,کشتی گیری که 154-172 پوند وزن دارد,t
94240,noun,a small sebaceous cyst of the eyelid resulting when a Meibomian gland is blocked,یک کیست چربی کوچک از پلک که در نتیجه انسداد غده میبومیا ایجاد می شود,t
94241,noun,the original Methodist Church,کلیسای متدیست اصلی,t
94242,adjective,situated in or facing or moving toward the west,واقع در غرب و یا رو به آن,t
94243,adjective,"moving toward the west; ""westbound pioneers""","حرکت به سمت غرب؛""پیشگامان مغرب""",t
94244,adjective,"lying toward or situated in the west; ""our company's western office""","خوابیده به سمت غرب یا واقع در غرب ؛دفتر غربی ""شرکت ما""",t
94245,adjective,of wind; from the west,از باد؛از غرب,t
94246,adjective,lying in or toward the west,واقع شده در غرب یا به سمت غرب,t
94247,adjective,farthest to the west,دورترین نسبت به غرب,t
94248,adjective,"of the western part of a city; ""he lives in upper westside Manhattan""","قسمت غربی یک شهر ؛""او در سمت شمال غربی منهتن زندگی می کند""",t
94249,noun,the western United States during its frontier period,ایالات متحده غربی در دوره غرب وحشی,t
94250,noun,the western seaboard of the United States from Washington to southern California,ساحل غربی ایالات متحده از واشنگتن تا جنوب کالیفرنیا,t
94251,noun,wind that blows from west to east,بادی که از غرب به شرق می وزد,t
94252,noun,the winds from the west that occur in the temperate zones of the Earth,بادهایی از غرب که در مناطق معتدل زمین رخ می دهد,t
94253,adjective,"denoting or characteristic of countries of Europe and the western hemisphere; ""occidental civilization""; ""Hesperian culture""","نشانگر یا مشخصه کشورهای اروپا و نیمکره غربی ؛""تمدن تصادفی""؛""فرهنگ هسپریان""",t
94254,adjective,"of a region of the United States generally including Ohio; Indiana; Illinois; Iowa; Missouri; Kansas; Nebraska; and sometimes Michigan; Wisconsin; Minnesota; ""a midwestern city""; ""midwestern accent""","از منطقه ای از ایالات متحده به طور کلی شامل اوهایو ؛ایندیانا؛ایلینوی ؛آیووامیسوریکانزاسنبراسکاو گاهی میشیگان ؛ویسکانسینمینه سوتا؛""یک شهر میانه غربی"" ؛""لهجه غرب میانه""",t
94255,adjective,of a region of the United States usually including Colorado; Nevada; Utah,منطقه ای از ایالات متحده معمولاً شامل کلرادو؛ نوادار؛ یوتا,t
94256,adjective,"having liquid falling in drops; ""in the dripping fog""; ""the scene where he is singing in the rain in dripping clothes""; ""there was little shelter under the dripping trees""","داشتن قطره مایعات ؛""در مه چکه""؛""صحنه ای که او در حال باریدن با قطره لباس آواز خواندن است""؛""پناهگاه کمی در زیر درختان چکیده وجود داشت""",t
94257,adjective,"wet from being plunged into liquid; ""a dunked doughnut""; ""fell into the pool and came up soused""","مرطوب از فرو رفتن در مایع ؛""یک پیراشکی خیس""؛""به استخر افتاد و خیس بیرون آمد""",t
94258,adjective,"being wet with perspiration; ""the perspiring runners""; ""his sweating face""; ""sweaty clothes""","خیس بودن از تعریق ؛""دوندگان عرق ریز""؛""صورت عرق کرده اش""؛""لباس خیس عرق""",t
94259,adjective,"moist, damp, wet (especially of air); ""the raw and theumy damp of night air""","نمناک ، مرطوب ، خیس (به خصوص هوا) ؛""رطوبت و خنکی هوای شب""",t
94260,adjective,still wet or moist,هنوز نمناک یا مرطوب است,t
94261,adjective,"wet as from washing; sometimes used in combination; ""rain-washed""","مرطوب از شستنگاهی اوقات به صورت ترکیبی استفاده می شود؛ ""باران شسته""",t
94262,noun,"the wetness of ground that is covered or soaked with water; ""the baseball game was canceled because of the wateriness of the outfield""; ""the water's muddiness made it undrinkable""; ""the sloppiness of a rainy November day""","رطوبت زمینی که با آب پوشانده شده یا خیس شده باشد؛ ""بازی بیس بال به دلیل آبکی خارج از زمین لغو شد""؛""گل و لای آب باعث غیرقابل شرب شدن آن شد""؛ ""شلختگی یک روز بارانی نوامبر""",t
94263,noun,a heavy wetness,رطوبت سنگین,t
94264,noun,a workman who wets the work in a manufacturing process,کارگری که کار را در یک فرآیند تولید مرطوب می کند,t
94265,noun,someone suffering from enuresis; someone who urinates while asleep in bed,کسی که از شب ادراری رنج می برد.کسی که ادرار می کند در حالی که در رختخواب خوابیده است,t
94266,noun,a long narrow boat designed for quick turning and use in rough seas,یک قایق باریک و بلند که برای چرخش سریع و استفاده در دریاهای مواج طراحی شده است,t
94267,noun,a whaling ship equipped to process whale products at sea,یک کشتی صید نهنگ مجهز به فرآوری محصولات نهنگی در دریا,t
94268,noun,annual cereal grasses from Mediterranean area; widely cultivated in temperate regions,علف های سالانه غلات از منطقه مدیترانه ؛به طور گسترده در مناطق معتدل کشت می شود,t
94269,noun,wheat with soft starch kernels used in pastry and breakfast cereals,گندم با مغز نرم نشاسته ای که در شیرینی و غلات صبحانه استفاده می شود,t
94270,noun,widely cultivated in temperate regions in many varieties for its commercially important grain,به طور گسترده ای در مناطق معتدل در انواع مختلف برای دانه مهم تجاری خود کشت می شود,t
94271,noun,found wild in Palestine; held to be prototype of cultivated wheat,وحشی در فلسطین پیدا شد؛ به عنوان نمونه اولیه گندم کشت شده برگزار می شود,t
94272,noun,type genus of the family Tylenchidae,نوع تیره از خانواده Tylenchidae,t
94273,noun,type genus of the Pucciniaceae; a large genus of parasitic fungi including many that are destructive to various economic plants,یک تیره از راسته ی گندم‌زنگان ؛یک تیره بزرگ از قارچ های انگلی شامل بسیاری از گیاهان اقتصادی مخرب است,t
94274,noun,wheatears,سنبله گندم,t
94275,verb,do cartwheels: perform an acrobatic movement using both hands and feet,چرخ دستی انجام دهید: با استفاده از دست و پا حرکات آکروباتیک را انجام دهید,t
94276,noun,a wheel around which is a set of print characters that make a typing impression on paper,چرخى که مجموعه اى از كاراكترهاى چاپى است كه اثر تایپ را روى كاغذ به وجود مى آورد,t
94277,noun,a wheel that drives a motor vehicle (transforms torque into a tractive force),چرخی که یک وسیله نقلیه موتوری را هدایت می کند (گشتاور را به یک نیروی کششی تبدیل می کند),t
94278,noun,game equipment consisting of a wheel with slots that is used for gambling; the wheel rotates horizontally and players bet on which slot the roulette ball will stop in,تجهیزات بازی متشکل از یک چرخ دارای شکاف هایی که برای قمار استفاده می شود؛ چرخ به صورت افقی می چرخد و بازیکنان شرط می بندند که توپ رولت در کدام شکاف متوقف شود,t
94279,noun,"a wheelchair usually pushed by an attendant, as at a spa",صندلی چرخداری که معمولاً توسط یک متصدی رانده می شود ، همانطور که در یک مرکز آبگرم است,t
94280,noun,a wheelchair propelled by a motor,صندلی چرخدار که توسط موتور رانده می شود,t
94281,noun,someone who makes and repairs wooden wheels,کسی که چرخ های چوبی را درست و تعمیر می کند,t
94282,noun,large carnivorous marine gastropods of coastal waters and intertidal regions having a strong snail-like shell,گاستروپودهای دریایی گوشتخوار بزرگ از آبهای ساحلی و مناطق بین جزر و مدی دارای پوسته حلزون مانند قوی,t
94283,noun,whelks,صدف حلزونی,t
94284,noun,"watery part of milk produced when raw milk sours and coagulates; ""Little Miss Muffet sat on a tuffet eating some curds and whey""","قسمت آبکی شیر تولید شده در هنگام ترش و انعقاد شیر خام؛ ""خانم دوشیزه مافت روی تافتی نشست و مقداری کشک و آب پنیر خورد و""",t
94285,noun,a lefteye flounder found in coastal waters from New England to Brazil,ماهی جادوگر چپ‌روی که در آبهای ساحلی از نیوانگلند به برزیل پیدا شده است,t
94286,noun,a genus of Bothidae,یک تیره از کفشک‌ماهیان چپ‌روی,t
94287,noun,whiff found in waters from the Bahamas and northern Gulf of Mexico to Brazil,لکه ماهی در آبهای باهاما و شمال خلیج مکزیک تا برزیل یافت می شود,t
94288,noun,a strikeout resulting from the batter swinging at and missing the ball for the third strike,اعتصاب حاصل از تاب خوردن خمیر و از دست دادن توپ برای ضربه سوم,t
94289,noun,a short whip with a thong at the end and a handle for opening gates,یک شلاق کوتاه با بندی در انتها و یک دسته برای باز کردن دروازه ها,t
94290,noun,dessert made of prune puree and whipped cream,دسر تهیه شده از پوره آلو و خامه زده شده,t
94291,noun,small slender dog of greyhound type developed in England,سگ باریک و کوچک از نوع گری‌هوند انگلیسی,t
94292,noun,type genus of the Caprimulgidae,یک تیره از راسته شبگردسانان,t
94293,noun,a large two-handed saw formerly used to cut logs into planks; one man stood above the log and the other in a pit below,یک اره بزرگ دو دست که قبلاً برای بریدن کنده ها به تخته ها استفاده می شده است؛ یک نفر بالای چوب درخت و دیگری در گودالی پایین ایستاد,t
94294,noun,a more or less vertical column of air whirling around itself as it moves over the surface of the Earth,یک ستون کم و بیش عمودی هوا هنگام حرکت بر روی سطح زمین ، به دور خود می چرخد,t
94295,noun,a miniature whirlwind strong enough to whip dust and leaves and litter into the air,یک گردباد مینیاتوری با قدرتی که می تواند گرد و غبار و برگها و آشغال را به هوا بریزد,t
94296,noun,mixture of two or more whiskeys or of a whiskey and neutral spirits,مخلوطی از دو یا چند ویسکی یا ویسکی و عرق دوآتشه,t
94297,noun,a card game for four players who form two partnerships; a pack of 52 cards is dealt and each side scores one point for each trick it takes in excess of six,یک بازی کارت برای چهار بازیکن که دو مشارکت را تشکیل می دهند؛ یک بسته 52 کارته داده می شود و هر طرف برای هر ترفند بیش از شش امتیاز یک امتیاز کسب می کند,t
94298,noun,a form of whist with three players; four hands are dealt with the hand opposite the dealer being face up,نوعی بازی ورق با سه بازیکن؛ چهار دست بازی میشود با دست مخالف ورق دهنده رو به بالا,t
94299,noun,a form of whist in which players avoid winning tricks containing hearts or the queen of spades,نوعی سوت که در آن بازیکنان از بردن ترفندهای حاوی قلب یا ملکه پیاز جلوگیری می کنند,t
94300,noun,acoustic device that forces air or steam against an edge or into a cavity and so produces a loud shrill sound,دستگاه صوتی که هوا یا بخار را به لبه یا داخل حفره منتقل می کند و بنابراین صدای بریده بریده ای تولید می کند,t
94301,noun,a whistle at a factory that is sounded to announce times for starting or stopping work,سوتی در کارخانه که برای اعلام زمان شروع یا توقف کار به صدا در می آید,t
94302,noun,arboreal insectivorous birds,پرندگان حشره خوار درختی,t
94303,adjective,becoming or shading into white,سفید شدن یا سایه ای از رنگ سفید,t
94304,adjective,having little skin pigmentation,داشتن رنگدانه های پوستی کم,t
94305,noun,a crappie that is white,ماهی دهان کاغذی سفید,t
94306,noun,small sunfishes of central United States rivers,خورشید ماهی های کوچک رودخانه های مرکزی ایالات متحده,t
94307,noun,the chief executive department of the United States government,بخش ارشد اجرایی دولت ایالات متحده,t
94308,noun,the office of the President of the United States in the White House,دفتر رئیس جمهور ایالات متحده در کاخ سفید,t
94309,noun,large slow-growing deciduous tree of the eastern United States having stout spreading branches and leaves with usually 7 rounded lobes; yields strong and durable hard wood,درخت بزرگ برگریز برگ ریز رشد کند در شرق ایالات متحده دارای شاخه ها و برگهای تنومند و گسترده با 7 لوب گرد شده؛ چوب سخت و مقاوم تولید می کند,t
94310,noun,semi-evergreen shrub or small tree of Arizona and New Mexico having acorns with hemispherical cups,درختچه ای نیمه همیشه سبز یا درخت کوچک آریزونا و نیومکزیکو دارای بلوط هایی با جام های نیم کره,t
94311,noun,large deciduous oak of the eastern United States with a flaky bark and leaves that have fewer lobes than other white oaks; yields heavy strong wood used in construction; thrives in wet soil,بلوط برگریز بزرگ شرق ایالات متحده با پوسته پوسته و برگهایی که لوب های کمتری نسبت به سایر بلوط های سفید دارند؛ چوب سنگین و سنگین مورد استفاده در ساخت و ساز را تولید می کند؛ در خاک مرطوب رشد می کند,t
94312,noun,small deciduous tree of western North America with crooked branches and pale grey bark,درخت کوچک برگریز غرب آمریکای شمالی با شاخه های کج و پوست خاکستری کم رنگ,t
94313,noun,medium to large deciduous oak of central and eastern North America with ovoid acorns deeply immersed in large fringed cups; yields tough close-grained wood,بلوط برگریز متوسط و بزرگ آمریکای شمالی مرکزی و شرقی با بلوط تخم مرغی غوطه ور در فنجان های بزرگ حاشیه دار ؛چوب سخت دانه نزدیک تولید می کند,t
94314,noun,medium to large deciduous European oak having smooth leaves with rounded lobes; yields hard strong light-colored wood,بلوط برگریز متوسط و بزرگ اروپایی دارای برگهای صاف با لوب های گرد شده؛ چوب سخت و روشن رنگ روشن تولید می کند,t
94315,noun,an addiction to cocaine,اعتیاد به کوکائین,t
94316,noun,an addiction to heroin,اعتیاد به هروئین,t
94317,noun,an addiction to caffein,اعتیاد به کافئین,t
94318,noun,an addiction to nicotine,اعتیاد به نیکوتین,t
94319,verb,"cover with calcimine; ""calcimine the walls""","پوشاندن با آهک؛ ""دیوارها را با آهک رنگ کنید""",t
94320,noun,light easily worked wood of a tulip tree; used for furniture and veneer,چوب درخت لاله به راحتی کار می کند؛ برای مبلمان و روکش استفاده می شود,t
94321,noun,tall North American deciduous timber tree having large tulip-shaped greenish yellow flowers and conelike fruit; yields soft white woods used especially for cabinet work,درخت چوبی برگریز بلند آمریکای شمالی دارای گلهای بزرگ و زرد مایل به سبز لاله ای و میوه ای باریک؛ از چوبهای سفید نرم استفاده می شود که مخصوصاً برای کارهای کابینت استفاده می شود,t
94322,noun,flesh of a cod-like fish of the Atlantic waters of Europe,گوشت ماهی شبیه ماهی کاد در آبهای اقیانوس اطلس اروپا,t
94323,noun,a food fish of the Atlantic waters of Europe resembling the cod; sometimes placed in genus Gadus,یک ماهی غذایی از آبهای اقیانوس اطلس اروپا شبیه ماهی کاد ؛گاهی اوقات در تیره گادوس قرار می گیرد,t
94324,noun,flesh of any of a number of slender food fishes especially of Atlantic coasts of North America,گوشت هر یک از تعدادی ماهی های غذایی باریک به ویژه در سواحل آتلانتیک آمریکای شمالی,t
94325,noun,found off Atlantic coast of North America,در سواحل آتلانتیک آمریکای شمالی پیدا شده است,t
94326,noun,a small fish of the genus Sillago; excellent food fish,یک ماهی کوچک از تیره سیلاگو ؛ماهی غذایی عالی,t
94327,noun,type genus of the Sillaginidae,یک تیره از شورت‌ماهیان,t
94328,noun,whiting of the southeastern coast of North America,سفید شدن سواحل جنوب شرقی آمریکای شمالی,t
94329,noun,whiting of the east coast of United States; closely resembles king whiting,ماهی نرم باله سواحل شرقی ایالات متحده ؛بسیار شبیه شاه ماهی نرم باله,t
94330,noun,bluish-grey whiting of California coast,سفیدی خاکستری مایل به آبی در سواحل کالیفرنیا,t
94331,noun,a dull silvery whiting of southern Atlantic and Gulf Coasts of the United States,سفیدی نقره ای کسل کننده در جنوب اقیانوس اطلس و سواحل خلیج ایالات متحده است,t
94332,noun,whitings,ماهی های نرم باله,t
94333,noun,English aeronautical engineer who invented the jet aircraft engine (1907-1996),مهندس هوانوردی انگلیسی که موتور هواپیمای جت را اختراع کرد (1906-1996),t
94334,noun,a United Nations agency to coordinate international health activities and to help governments improve health services,آژانس ملل متحد برای هماهنگی فعالیتهای بهداشتی بین المللی و کمک به دولتها در بهبود خدمات بهداشتی,t
94335,adjective,"representing the full height of the human figure; ""a full-length portrait""","نمایانگر قد کامل شکل انسان ؛""یک پرتره تمام قد""",t
94336,adjective,"occupying an entire page in a book or paper; ""a full-page ad""","اشغال یک صفحه کامل در یک کتاب یا مقاله ؛""یک تبلیغ تمام صفحه""",t
94337,adjective,"not separated into parts or shares; constituting an undivided unit; ""an undivided interest in the property""; ""a full share""","به قطعات یا سهام جدا نشده استتشکیل یک واحد تقسیم نشده؛ ""منافع تقسیم نشده در اموال""؛""یک سهم کامل""",t
94338,adjective,of foods that are low in fats and sodium and other ingredients that may foster heart disease,از غذاهایی که چربی و سدیم کمی دارند و سایر موادی که ممکن است بیماری قلبی را تقویت کنند,t
94339,noun,the quality of being nourishing and promoting healthy growth,ویژگی مغذی بودن و ترویج رشد سالم,t
94340,noun,"moral corruption or pollution; ""this deformity and filthiness of sin""","فساد اخلاقی یا آلودگی؛ ""این بدشکلی و کثیف بودن گناه""",t
94341,noun,"the quality of being disgusting to the senses or emotions; ""the vileness of his language surprised us""","کیفیت انزجار از حواس یا احساسات ؛""پست بودن زبان او ما را متعجب کرد""",t
94342,noun,slender flexible branches or twigs (especially of willow or some canes); used for wickerwork,شاخه ها یا شاخه های انعطاف پذیر و باریک (به خصوص بید یا برخی عصا) ؛برای حصیربافی استفاده می شود,t
94343,noun,work made of interlaced slender branches (especially willow branches),اثر ساخته شده از شاخه های باریک بهم پیوسته (به ویژه شاخه های بید),t
94344,noun,cricket equipment consisting of a set of three stumps topped by crosspieces; used in playing cricket,تجهیزات کریکت متشکل از مجموعه ای از سه کنده که توسط قطعات متقاطع در بالای آن قرار دارند.در بازی کریکت استفاده می شود,t
94345,noun,a woman whose husband has died in war,زنی که شوهرش در جنگ فوت کرده است,t
94346,noun,whydahs,نیلی‌مرغ ها,t
94347,noun,the time of a woman's life when she is a widow,زمانی در زندگی یک زن وقتی که بیوه است,t
94348,noun,the state of being a widow who has not remarried,وضعیت بودن بیوه ای که دوباره ازدواج نکرده است,t
94349,noun,a sharp-tongued domineering wife,یک همسر سلطه گر تیز زبان,t
94350,noun,the wife of a crown prince,همسر ولیعهد,t
94351,noun,the wife of a chief executive,همسر رئیس اجرایی,t
94352,noun,a wife who is left alone much of the time because her husband is playing golf,همسری که بیشتر اوقات تنها می ماند زیرا شوهرش گلف بازی می کند,t
94353,noun,"a wife who has married a man with whom she has been living for some time (especially if she is pregnant at the time); ""he made an honest woman of her""","همسری که با مردی ازدواج کرده است که مدتی با او زندگی کرده است (به خصوص اگر در آن زمان باردار باشد)؛ ""او از او زنی صادق ساخت""",t
94354,noun,informal term of address for someone's wife,واژه ای برای خطاب غیررسمی همسر کسی,t
94355,noun,"your own wife; ""meet my old lady""","همسر خود آدم؛ ""همسر من را ملاقات کن""",t
94356,noun,the wife of a sheik,همسر یک شیخ,t
94357,noun,"a wife who is an attractive young woman; seldom the first wife of an affluent older man; ""his trophy wife was an asset to his business""","همسری که یک زن جوان جذاب است؛ بندرت همسر اول یک مرد مسن مرفه؛ ""همسر تندیس او سرمایه ای برای تجارت او بود""",t
94358,noun,first wife of Henry VIII; Henry's divorce from her was the initial step of the Reformation in England (1485-1536),همسر اول هنری هشتم؛ طلاق هنری از او گام اولیه ی اصلاحات در انگلستان بود (1485-1536),t
94359,noun,wife of William Shakespeare (1556-1623),همسر ویلیام شکسپیر (1623-1556),t
94360,noun,"a wig made of horsehair; ""the English judiciary wear their traditional horsehair wigs""","کلاه گیس ساخته شده از موی اسب؛ ""دادگستری انگلیس کلاه گیس های موی اسب سنتی خود را می پوشد""",t
94361,adjective,"not brought under control; ""the horse remained unsubdued""","تحت کنترل قرار نگرفته؛ ""اسب رام نشده باقی ماند""",t
94362,noun,an intractably barbarous or uncultivated state of nature,یک خوی سرکش وحشی یا تربیت نشده,t
94363,adjective,partially wild,تا حدی وحشی,t
94364,adjective,"not domesticated; ""a few undomesticated horses left""","اهلی نشده؛ ""چند اسب رام نشده مانده""",t
94365,adjective,"deviating widely from an intended course; ""a wild bullet""; ""he threw a wild pitch""","انحراف زیاد از مسیر مورد نظر ؛""یک گلوله وحشی""؛""او ضربه وحشیانه ای زد""",t
94366,noun,any of various uncultivated umbelliferous plants with foliage resembling that of carrots or parsley,هر یک از گیاهان مختلف چتردار با شاخ و برگ مانند هویج یا جعفری,t
94367,noun,wild rice,برنج وحشی,t
94368,noun,tall tufted perennial grasses (such as lyme grass or wild rye),چمنهای بلند چند ساله پرزدار (مانند چمن لیمو یا چاودار وحشی),t
94369,noun,North American wild rye,چاودار وحشی آمریکای شمالی,t
94370,noun,weedy rye grass having long bristling awns,علف های هرز چاودار دارای داسه های سیخ,t
94371,noun,a desert wildcat,یک گربه وحشی بیابانی,t
94372,noun,bushy-tailed wildcat of Europe that resembles the domestic cat and is regarded as the ancestor of the domestic cat,گربه وحشی دم بوته ای اروپا که شبیه گربه خانگی است و به عنوان جد گربه خانگی در نظر گرفته می شود,t
94373,noun,long-bodied long-tailed tropical American wildcat,گربه وحشی گرمسیری دم بلند و بدن دراز آمریکایی,t
94374,noun,widely distributed wildcat of Africa and Asia Minor,گربه وحشی آفریقا و آسیای صغیر به طور گسترده پخش شده است,t
94375,noun,small Asiatic wildcat,گربه وحشی کوچک آسیایی,t
94376,noun,slender long-legged African wildcat having large untufted ears and tawny black-spotted coat,گربه وحشی آفریقایی پا بلند و باریک دارای گوشهای بزرگ تاشو و پوشش خالدار لکه سیاه,t
94377,noun,small spotted wildcat of southern Asia and Malaysia,گربه وحشی خالدار کوچک جنوب آسیا و مالزی,t
94378,noun,small wildcat of the mountains of Siberia and Tibet and Mongolia,گربه وحشی کوچک کوههای سیبری و تبت و مغولستان,t
94379,noun,United States filmmaker (born in Austria) whose dark humor infused many of the films he made (1906-2002),فیلمساز ایالات متحده (متولد اتریش) که کمدی تاریکش در بسیاری از فیلم هایش وجود دارد (2002 - 1906),t
94380,noun,social relations involving authority or power,روابط اجتماعی شامل اقتدار یا قدرت,t
94381,noun,large North American shorebird of eastern and Gulf Coasts,مرغ ساحلی بزرگ آمریکای شمالی در سواحل شرقی و خلیج فارس,t
94382,noun,willet,مرغ‌ساحلي‌ درشت‌ اندام‌ شبيه‌لك‌ لك‌ يا ماهيخوار,t
94383,adjective,"having given consent; ""consenting adults""","رضایت دادن؛ ""بزرگسالان موافق""",t
94384,adjective,"with deliberate intention; ""a volitional act""","با قصد عمدی؛ ""یک عمل ارادی""",t
94385,adjective,not reluctant,بی میل نیست,t
94386,noun,large willow tree of Eurasia and North Africa having greyish canescent leaves and grey bark,درخت بید بزرگی از اوراسیا و شمال آفریقا دارای برگهای تاج خاکستری مایل به خاکستری و پوست خاکستری,t
94387,noun,North American willow with greyish silky pubescent leaves that usually blacken in drying,بید آمریکای شمالی با برگهای بلوغ خاکستری ابریشمی خاکستری که معمولاً در خشک شدن سیاه می شود,t
94388,noun,Eurasian willow tree having greyish leaves and ascending branches,درخت بید اوراسیا دارای برگهای خاکستری و شاخه های صعودی,t
94389,noun,low creeping shrub of arctic Europe and America,درختچه کوتاه خزنده قطب شمال اروپا و آمریکا,t
94390,noun,hybrid willow usually not strongly weeping in habit,بید ترکیبی که معمولاً زیاد پژمرده نیست,t
94391,noun,willow of the western United States with leaves like those of peach or almond trees,بید غرب ایالات متحده با برگهایی مانند درختان هلو یا بادام,t
94392,noun,North American shrub with whitish canescent leaves,درختچه ای از آمریکای شمالی با برگ های سفید کدر,t
94393,noun,large willow tree with stiff branches that are easily broken,درخت بید بزرگی با شاخه های سفت که به راحتی شکسته می شوند,t
94394,noun,slender shrubby willow of dry areas of North America,بید باریک و بوته ای از مناطق خشک آمریکای شمالی,t
94395,noun,widely distributed boreal shrubby willow with partially underground creeping stems and bright green glossy leaves,بید درختچه ای بورئال به طور گسترده توزیع شده با ساقه های خزنده تا حدی زیرزمینی و برگ های براق سبز روشن,t
94396,noun,Eurasian shrubby willow with whitish tomentose twigs,بید درختچه ای اوراسیا با شاخه های پرزدار سفید,t
94397,noun,shrubby willow of the western United States,بید درختچه ای غرب ایالات متحده,t
94398,noun,common North American shrub with shiny lanceolate leaves,درختچه رایج آمریکای شمالی با برگهای دائمی براق,t
94399,noun,North American shrubby willow having dark bark and linear leaves growing close to streams and lakes,بید درختچه ای آمریکای شمالی دارای پوست تیره و برگهای خطی است که نزدیک به نهرها و دریاچه ها رشد می کند,t
94400,noun,European willow tree with shining leathery leaves; widely naturalized in the eastern United States,درخت بید اروپا با برگهای چرمی درخشان ؛به طور گسترده ای در شرق ایالات متحده طبیعی شده است,t
94401,noun,small shrubby tree of eastern North America having leaves exuding an odor of balsam when crushed,درخت کوچک درختچه ای شرق آمریکای شمالی دارای برگهایی است که هنگام له شدن بوی گل حنا می دهد,t
94402,noun,small trailing bush of Europe and Asia having straggling branches with silky green leaves of which several varieties are cultivated,بوش کوچک دنباله دار اروپا و آسیا دارای شاخه های شاخ و برگ دار با برگ های سبز ابریشمی است که انواع مختلفی از آن کشت می شود,t
94403,noun,small shrubby tree of western North America (Alaska to Oregon),درخت کوچک درختچه ای غرب آمریکای شمالی (آلاسکا تا اورگان),t
94404,noun,willow shrub of dry places in the eastern United States having long narrow leaves canescent beneath,بوته بید مناطق خشک در شرق ایالات متحده با برگهای بلند و باریک و لایه زیرین سفید و کدر,t
94405,noun,dwarf prostrate mat-forming shrub of arctic and alpine regions of North America and Greenland having deep green elliptic leaves that taper toward the base,سجده کوتاهی بوته تشک تشکیل دهنده مناطق قطب شمال و آلپ در آمریکای شمالی و گرینلند دارای برگهای بیضوی سبز عمیق که به سمت پایه مخروطی می شوند,t
94406,noun,a textile machine having a system of revolving spikes for opening and cleaning raw textile fibers,یک ماشین نساجی دارای سیستمی از میله های گردان برای باز و تمیز کردن الیاف خام نساجی,t
94407,noun,any plant disease characterized by drooping and shriveling; usually caused by parasites attacking the roots,هر گونه بیماری گیاهی که با افتادگی و خرد شدن مشخص می شود.معمولاً در اثر حمله انگلی به ریشه ایجاد می شود,t
94408,noun,a bacterial wilt of tobacco plants,پژمردگی باکتریایی از گیاهان توتون و تنباکو,t
94409,noun,wilt caused by fungi of the genus Fusarium,پژمردگی ناشی از قارچ های فیوزاریم,t
94410,noun,wilt caused by fungi of the genus Verticillium,پژمردگی ناشی از قارچ از تیره ی قارچ ناقص آفت گیاهی,t
94411,noun,causing to become limp or drooping,باعث لقی یا افتادگی می شود,t
94412,verb,"rank first; used often in a negative context; ""He takes the cake for chutzpah!""","رتبه اول؛اغلب در یک زمینه منفی استفاده می شود؛ ""او کیک را برای چوتزپا می برد!""",t
94413,noun,a finish in first place (as in a race),مقام اول (مثل یک مسابقه),t
94414,noun,something won (especially money),برنده شدن چیزی (به ویژه پول),t
94415,noun,the facial expression of sudden pain,بیان صورت درد ناگهانی,t
94416,noun,a winch (or system of winches) powered by an engine and used to haul logs from a stump to a landing or to a skid road,یک وینچ (یا سیستم وینچ ها) که با موتور کار می کند و از آن برای برداشتن کنده ها از یک کنده به یک فرود یا یک جاده لغزنده استفاده می شود,t
94417,noun,wind moving at less than 1 knot; 0 on the Beaufort scale,حرکت باد در کمتر از یک نات ؛0 در مقیاس بوفورت,t
94418,noun,a warm dry wind blowing down the eastern slopes of the Rockies,یک باد گرم و خشک که از دامنه های شرقی راکی می وزد,t
94419,noun,an oppressively hot southerly wind from the Sahara that blows across Egypt in the spring,یک باد جنوبی و ظالمانه گرم از صحرا که در بهار به سراسر مصر می وزد,t
94420,noun,a strong hot dry wind that blows in winter from the deserts of southern California toward the Pacific Coast,یک باد گرم و شدید شدید که در زمستان از صحراهای جنوب کالیفرنیا به سمت ساحل اقیانوس آرام می وزد,t
94421,noun,"a very strong wind; ""rain and high winds covered the region""","یک باد بسیار شدید؛ ""باران و وزش باد شدید منطقه را فراگرفته است""",t
94422,noun,wind blowing opposite to the path of a ship or aircraft,وزش باد در مقابل مسیر کشتی یا هواپیما,t
94423,noun,a wind caused by the downward motion of cold air,بادی ناشی از حرکت هوای سرد به سمت پایین,t
94424,noun,wind blowing in the same direction as the path of a ship or aircraft,وزش باد در همان جهت مسیر کشتی یا هواپیما,t
94425,noun,a violent hot sand-laden wind on the deserts of Arabia and North Africa,وزش باد گرم و شدید مملو از شن و ماسه در صحراهای عربستان و شمال آفریقا,t
94426,noun,a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece,یک ساز بادی اسباب بازی که دارای غشایی است که هنگام قرار گرفتن در دهان صدا صدا می کند,t
